Gen	theta_10NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGorOrang	theta_11NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGor	theta_12NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimp	theta_13NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMR	theta_14NeaDen	theta_15Yoruba_AFRSpain_EURChinese_EASPeru_AMR	theta_16Spain_EURChinese_EASPeru_AMR	theta_17Chinese_EASPeru_AMR	tau_10NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGorOrang	tau_11NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGor	tau_12NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimp	tau_13NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMR	tau_14NeaDen	tau_15Yoruba_AFRSpain_EURChinese_EASPeru_AMR	tau_16Spain_EURChinese_EASPeru_AMR	tau_17Chinese_EASPeru_AMR	lnL
260	0.24159	0.0030569	0.0053174	0.0043235	0.0029878	0.0028159	0.00063009	0.00082099	0.011038	0.0080809	0.0067059	0.0017288	0.0017282	0.00024305	0.00010774	5.1597e-05	-16564692.923
262	0.24123	0.0030564	0.005311	0.0043235	0.0027207	0.0028159	0.00063009	0.00073048	0.011043	0.0080821	0.0067139	0.0017288	0.0017282	0.00024305	0.00010774	5.799e-05	-16564915.314
264	0.24166	0.0030684	0.0053061	0.0043316	0.0027179	0.0028212	0.00063128	0.00084071	0.011075	0.008081	0.0067455	0.0017321	0.0017314	0.00024351	0.00010794	5.0577e-05	-16565185.747
266	0.24186	0.0030684	0.0053191	0.0043316	0.0031662	0.0028212	0.00063128	0.00094698	0.011075	0.008081	0.006729	0.0017321	0.0017314	0.00024351	0.00010794	4.4901e-05	-16564420.591
268	0.24127	0.0030631	0.0051102	0.0043207	0.0025671	0.0028141	0.00062969	0.00094459	0.011047	0.008054	0.0067167	0.0017277	0.0017271	0.0002429	0.00010767	4.4788e-05	-16564852.952
270	0.24048	0.0030618	0.0049622	0.0043143	0.0025503	0.0028099	0.00064781	0.00078561	0.011038	0.0080337	0.0067202	0.0017252	0.0017245	0.00024254	0.00010434	5.3691e-05	-16564673.711
272	0.24069	0.0030642	0.0049568	0.0043143	0.0024647	0.0028099	0.00064781	0.00094501	0.011046	0.0080273	0.0067275	0.0017252	0.0017245	0.00024254	0.00010434	4.4635e-05	-16564711.982
274	0.24142	0.0030756	0.0049536	0.0043222	0.0023417	0.0028151	0.00064901	0.00094675	0.011066	0.008027	0.0067567	0.0017284	0.0017277	0.00024298	0.00010454	4.4718e-05	-16564897.286
276	0.24097	0.0030686	0.004946	0.0043156	0.0027843	0.0028108	0.00064801	0.00094529	0.011053	0.0080207	0.0067463	0.0017257	0.001725	0.00024261	0.00010438	4.4649e-05	-16564708.145
278	0.24007	0.003075	0.0049499	0.0043156	0.0027867	0.0028108	0.00064801	0.00094529	0.011062	0.0080039	0.006741	0.0017257	0.001725	0.00024261	0.00010438	4.4649e-05	-16564849.886
280	0.24132	0.0030791	0.0049502	0.0043247	0.0027329	0.0028167	0.00064937	0.0010016	0.011076	0.0080272	0.0067691	0.0017293	0.0017287	0.00024312	0.0001046	4.2318e-05	-16564774.202
282	0.24111	0.0030782	0.0049594	0.0043247	0.0024723	0.0028167	0.00064937	0.0011828	0.011085	0.0080294	0.0067565	0.0017293	0.0017287	0.00024312	0.0001046	3.5833e-05	-16564686.763
284	0.24126	0.0030746	0.0049489	0.0043247	0.0023384	0.0028167	0.00064937	0.0011828	0.011091	0.0080389	0.0067708	0.0017293	0.0017287	0.00024312	0.0001046	3.5833e-05	-16564828.761
286	0.24095	0.0030624	0.0049421	0.0043134	0.0023196	0.0028094	0.00064769	0.00098171	0.011068	0.008029	0.0067449	0.0017248	0.0017242	0.00024249	0.00010432	4.295e-05	-16565095.740
288	0.24088	0.0030584	0.0049278	0.0043058	0.0023155	0.0028044	0.00064653	0.00088083	0.011045	0.0080109	0.0067404	0.0017218	0.0017211	0.00024206	0.00010414	4.7698e-05	-16564876.347
290	0.24187	0.0030664	0.0049425	0.0043145	0.0023887	0.0028101	0.00064784	0.00075918	0.011068	0.0080224	0.0067476	0.0017253	0.0017246	0.00024255	0.00010435	5.5566e-05	-16564693.358
292	0.24104	0.0030564	0.0049281	0.004302	0.0024872	0.0028019	0.00064596	0.00075698	0.011041	0.008002	0.0067281	0.0017202	0.0017196	0.00024184	0.00010405	5.5405e-05	-16565014.734
294	0.24144	0.0030632	0.0049287	0.0043109	0.0021201	0.0028077	0.00064731	0.00075855	0.01106	0.0080176	0.0067554	0.0017238	0.0017232	0.00024235	0.00010426	5.5521e-05	-16564743.950
296	0.24101	0.0030598	0.0049273	0.0043015	0.0019667	0.002782	0.0006459	0.00078795	0.011045	0.0079914	0.0067279	0.0017201	0.0017194	0.00023421	0.00010404	5.3217e-05	-16564402.209
298	0.24184	0.0030649	0.0049386	0.0043119	0.0021746	0.0027413	0.00064745	0.00085942	0.011069	0.0080166	0.0067447	0.0017242	0.0017235	0.00023883	0.00010429	4.9026e-05	-16564731.647
300	0.24214	0.0030619	0.0049484	0.0043119	0.002147	0.0027413	0.00064745	0.00093953	0.011069	0.0080244	0.0067315	0.0017242	0.0017235	0.00023883	0.00010429	4.4846e-05	-16564944.788
302	0.24137	0.0030603	0.0049441	0.0043085	0.0024265	0.0027392	0.00064694	0.00089792	0.011068	0.008016	0.0067267	0.0017229	0.0017222	0.00023865	0.0001042	4.685e-05	-16564796.050
304	0.24137	0.0030568	0.0049386	0.0043085	0.0026292	0.0027392	0.00064694	0.00089792	0.011081	0.0080254	0.0067342	0.0017229	0.0017222	0.00023865	0.0001042	4.685e-05	-16565062.357
306	0.24258	0.0030522	0.0049519	0.0043122	0.0024202	0.0027415	0.0006475	0.00086846	0.011081	0.0080511	0.0067277	0.0017243	0.0017237	0.00023885	0.00010429	4.8523e-05	-16564758.122
308	0.24249	0.0030506	0.0049448	0.0043122	0.0025916	0.0027415	0.0006475	0.00086846	0.011085	0.0080554	0.0067373	0.0017243	0.0017237	0.00023885	0.00010429	4.8523e-05	-16564394.755
310	0.24202	0.0030451	0.0049347	0.0043055	0.0025635	0.0027372	0.00064649	0.00086711	0.011074	0.0080448	0.0067301	0.0017217	0.001721	0.00023848	0.00010413	4.8447e-05	-16564873.946
312	0.24316	0.0030519	0.0049422	0.0043155	0.0031194	0.0027436	0.00064799	0.00098891	0.011099	0.0080642	0.006751	0.0017256	0.001725	0.00023903	0.00010437	4.2677e-05	-16564895.135
314	0.24264	0.0030515	0.0049447	0.0043155	0.00332	0.0027436	0.00064799	0.00098891	0.011094	0.0080651	0.0067477	0.0017256	0.001725	0.00023903	0.00010437	4.2677e-05	-16564612.950
316	0.24324	0.0030469	0.0050216	0.0043155	0.0028338	0.0027186	0.00064799	0.00098891	0.011097	0.0080773	0.0067483	0.0017256	0.001725	0.00024123	0.00010437	4.2677e-05	-16564382.379
318	0.24317	0.0030454	0.0050145	0.0043094	0.0031315	0.0027147	0.00068418	0.00087502	0.011092	0.0080585	0.0067388	0.0017232	0.0017225	0.00024089	9.8573e-05	4.8095e-05	-16564345.426
320	0.24285	0.0030393	0.00501	0.0044018	0.0028015	0.0027147	0.00068418	0.00098445	0.011098	0.0080747	0.0067448	0.0017232	0.0017225	0.00024089	9.8573e-05	4.2749e-05	-16564619.734
322	0.24237	0.0030302	0.0049902	0.0043908	0.0027158	0.0027079	0.00068246	0.00098199	0.011079	0.0080586	0.0067377	0.0017189	0.0017182	0.00024029	9.8326e-05	4.2642e-05	-16564668.217
324	0.24154	0.003016	0.0049869	0.0043827	0.0027975	0.0027029	0.0006812	0.00090559	0.011068	0.0080667	0.0067173	0.0017157	0.0017151	0.00023984	9.8145e-05	4.6069e-05	-16565028.958
326	0.24168	0.0030189	0.0049995	0.0043827	0.0021694	0.0027029	0.00065597	0.0010912	0.011078	0.0080589	0.0067003	0.0017157	0.0017151	0.00023984	0.00010192	3.8232e-05	-16564909.099
328	0.24144	0.0030223	0.004991	0.0043827	0.0019302	0.0027029	0.00065597	0.0010912	0.011085	0.0080498	0.0067118	0.0017157	0.0017151	0.00023984	0.00010192	3.8232e-05	-16564676.414
330	0.24165	0.0030163	0.0049789	0.0043764	0.0019951	0.002699	0.00065503	0.00098643	0.011073	0.0080426	0.0067089	0.0017133	0.0017126	0.0002395	0.00010177	4.2173e-05	-16564500.178
332	0.24176	0.0030232	0.0051633	0.0043805	0.0017924	0.0027016	0.00065564	0.00098734	0.011093	0.0080391	0.0067097	0.0017149	0.0017142	0.00023972	0.00010187	4.2212e-05	-16564939.427
334	0.24227	0.0030172	0.0051686	0.0043805	0.0021239	0.0027016	0.00065564	0.00098734	0.011093	0.0080552	0.0067028	0.0017149	0.0017142	0.00023972	0.00010187	4.2212e-05	-16565067.490
336	0.24308	0.0030281	0.0051726	0.0043885	0.0020962	0.0027065	0.00065684	0.0010567	0.011107	0.0080556	0.0067223	0.001718	0.0017173	0.00024016	0.00010206	3.9586e-05	-16564851.331
338	0.24345	0.0030297	0.0051726	0.0043885	0.0019868	0.0027065	0.00065684	0.0010567	0.011115	0.0080515	0.0067223	0.001718	0.0017173	0.00024016	0.00010206	3.9586e-05	-16564845.042
340	0.24357	0.003031	0.0051782	0.0043885	0.002212	0.0027065	0.00065684	0.0010567	0.011123	0.0080479	0.006715	0.001718	0.0017173	0.00024016	0.00010206	3.9586e-05	-16564590.924
342	0.24327	0.0031521	0.0051693	0.0043824	0.0025467	0.0027027	0.00065592	0.00097511	0.011112	0.0080542	0.0067078	0.0017156	0.0017149	0.00023983	0.00010191	4.2778e-05	-16564062.570
344	0.24255	0.0031516	0.0051644	0.0043743	0.0024551	0.0026977	0.00065471	0.0009733	0.011091	0.0080257	0.0066893	0.0017124	0.0017118	0.00023938	0.00010172	4.2699e-05	-16564293.502
346	0.24204	0.003136	0.0052441	0.0043619	0.0025775	0.0026901	0.00065286	0.0010263	0.011069	0.00802	0.0066713	0.0017076	0.0017069	0.00023871	0.00010144	4.0265e-05	-16564583.050
348	0.2414	0.003142	0.0052515	0.0043619	0.0023021	0.0026901	0.00065286	0.00088069	0.011076	0.0080048	0.0066619	0.0017076	0.0017069	0.00023871	0.00010144	4.6923e-05	-16564726.772
350	0.24176	0.0031454	0.0052453	0.0043662	0.0023464	0.0026927	0.0006535	0.00088156	0.01109	0.0080119	0.0066831	0.0017093	0.0017086	0.00023894	0.00010154	4.6969e-05	-16564629.935
352	0.24153	0.0031351	0.0052406	0.0043585	0.0023802	0.002688	0.00065234	0.00070201	0.011074	0.0080098	0.0066653	0.0017062	0.0017056	0.00023852	0.00010136	5.8773e-05	-16564260.504
354	0.24158	0.0031369	0.0052406	0.0043585	0.0026679	0.002688	0.00065234	0.00070201	0.01108	0.0080051	0.0066653	0.0017062	0.0017056	0.00023852	0.00010136	5.8773e-05	-16564355.099
356	0.24141	0.0031423	0.0052462	0.0043585	0.0026756	0.002688	0.00065234	0.00070201	0.01108	0.0079916	0.0066582	0.0017062	0.0017056	0.00023852	0.00010136	5.8773e-05	-16564075.936
358	0.24186	0.0031475	0.005049	0.0043585	0.0023234	0.002688	0.00065234	0.00085911	0.011088	0.0079781	0.006656	0.0017062	0.0017056	0.00023852	0.00010136	4.8026e-05	-16564771.864
360	0.24217	0.0031529	0.0050485	0.0043585	0.0027854	0.0027237	0.00065234	0.00093953	0.011083	0.0079645	0.0066566	0.0017062	0.0017056	0.00023539	0.00010136	4.3915e-05	-16564255.925
362	0.24196	0.0031506	0.005035	0.0043585	0.0028274	0.0027237	0.00065234	0.00093953	0.011089	0.0079705	0.0066745	0.0017062	0.0017056	0.00023539	0.00010136	4.3915e-05	-16564386.750
364	0.24189	0.0031519	0.0050352	0.0043585	0.0029761	0.0027237	0.00065234	0.00078475	0.011089	0.007967	0.0066742	0.0017062	0.0017056	0.00023539	0.00010136	5.2576e-05	-16564195.291
366	0.24239	0.0031545	0.0050502	0.004362	0.0028997	0.0027259	0.00065288	0.0007154	0.011095	0.0079736	0.0066654	0.0017076	0.001707	0.00023559	0.00010144	5.7768e-05	-16564364.157
368	0.2428	0.0031539	0.0050437	0.004367	0.003426	0.002729	0.00065362	0.0010092	0.011107	0.0079933	0.0066891	0.0017096	0.0017089	0.00023585	0.00010156	4.1043e-05	-16564370.976
370	0.24306	0.0031501	0.0051329	0.004367	0.0034165	0.002729	0.00065362	0.0010092	0.011105	0.008003	0.0066871	0.0017096	0.0017089	0.00023585	0.00010156	4.1043e-05	-16564499.752
372	0.2428	0.0031479	0.0051206	0.004367	0.0039614	0.002729	0.00062602	0.0010092	0.011109	0.0080086	0.0067032	0.0017096	0.0017089	0.00023585	0.00010603	4.1043e-05	-16564359.449
374	0.2428	0.003147	0.0051069	0.004367	0.004051	0.002729	0.00062602	0.0011836	0.011115	0.0080109	0.0067212	0.0017096	0.0017089	0.00023585	0.00010603	3.4996e-05	-16564436.258
376	0.24321	0.0031463	0.0051189	0.0043717	0.003546	0.0027319	0.00062669	0.0011849	0.011137	0.0080298	0.0067198	0.0017114	0.0017107	0.00023611	0.00010615	3.5033e-05	-16564341.492
378	0.24361	0.0031474	0.0051258	0.0043811	0.0035559	0.0026711	0.00062804	0.0011874	0.011155	0.0080617	0.0067396	0.0017151	0.0017144	0.00023662	0.00010638	3.5109e-05	-16564008.528
380	0.24407	0.0031438	0.0051246	0.0043811	0.0037329	0.0026711	0.00062804	0.0011874	0.011155	0.008071	0.0067412	0.0017151	0.0017144	0.00023662	0.00010638	3.5109e-05	-16564209.523
382	0.24449	0.0031402	0.0051356	0.0043811	0.0029688	0.0026711	0.00055912	0.0011874	0.011162	0.0080801	0.0067268	0.0017151	0.0017144	0.00023662	0.00010638	3.5109e-05	-16564059.830
384	0.24494	0.0031459	0.0051405	0.0043811	0.0034225	0.0027573	0.00055912	0.0011874	0.011154	0.0080655	0.0067204	0.0017151	0.0017144	0.00022921	0.00010638	3.5109e-05	-16564526.824
386	0.24437	0.0031454	0.0051349	0.0043708	0.0035503	0.0027509	0.00055781	0.0011847	0.011132	0.008029	0.0066963	0.0017111	0.0017104	0.00022868	0.00010613	3.5026e-05	-16564262.999
388	0.24344	0.0031359	0.0051194	0.0043582	0.0034599	0.0027429	0.00059839	0.00090641	0.011106	0.0080069	0.0066776	0.0017061	0.0017055	0.00022801	9.8358e-05	4.5514e-05	-16564351.746
390	0.2433	0.0031302	0.0051256	0.0043582	0.0028341	0.0027429	0.00057945	0.00090641	0.011106	0.0080214	0.0066697	0.0017061	0.0017055	0.00022801	0.00010157	4.5514e-05	-16564510.600
392	0.2443	0.0031367	0.0051246	0.0043663	0.0034736	0.002748	0.00058053	0.0010459	0.011126	0.0080347	0.0066958	0.0017093	0.0017086	0.00022844	0.00010176	3.9589e-05	-16564692.482
394	0.24417	0.003143	0.0051246	0.0043708	0.00355	0.0027508	0.00058112	0.0009318	0.011143	0.0080349	0.0067096	0.0017111	0.0017104	0.00022867	0.00010187	4.4531e-05	-16564556.465
396	0.24439	0.0031424	0.0051367	0.0043708	0.0034552	0.0027508	0.00058112	0.0010139	0.011143	0.0080364	0.0066938	0.0017111	0.0017104	0.00022867	0.00010187	4.0926e-05	-16564277.862
398	0.24427	0.0031392	0.0052487	0.0043708	0.0034021	0.0027508	0.00058112	0.0010139	0.011143	0.0080448	0.0066834	0.0017111	0.0017104	0.00022867	0.00010187	4.0926e-05	-16564224.796
400	0.24362	0.0031324	0.0052309	0.0043598	0.002743	0.0027439	0.00057967	0.0010113	0.011115	0.0080219	0.0066725	0.0017068	0.0017061	0.0002281	0.00010161	4.0823e-05	-16564191.927
402	0.24361	0.0031263	0.0054223	0.0043598	0.0021618	0.002715	0.00057967	0.0012229	0.011124	0.0080376	0.0066669	0.0017068	0.0017061	0.00023053	0.00010161	3.3761e-05	-16563912.684
404	0.24239	0.0031158	0.0054106	0.004344	0.0026751	0.0027051	0.00057756	0.0010858	0.01109	0.0080059	0.0066328	0.0017006	0.0016999	0.0002297	0.00010124	3.7746e-05	-16564118.404
406	0.24288	0.0031235	0.0054155	0.0043515	0.0030398	0.0027098	0.00057855	0.0010877	0.011109	0.0080138	0.0066497	0.0017035	0.0017028	0.00023009	0.00010142	3.7811e-05	-16564037.951
408	0.24386	0.0031364	0.0054162	0.004361	0.0029948	0.0027594	0.00057982	0.0010901	0.011133	0.0080155	0.0066779	0.0017072	0.0017066	0.00022694	0.00010164	3.7894e-05	-16563980.401
410	0.24348	0.0031386	0.0054105	0.004361	0.0035269	0.0027594	0.00057982	0.0010901	0.011133	0.00801	0.0066849	0.0017072	0.0017066	0.00022694	0.00010164	3.7894e-05	-16564399.732
412	0.24297	0.0031332	0.0052174	0.0043502	0.0030444	0.0027526	0.00057838	0.0010874	0.011113	0.0079842	0.0066664	0.001703	0.0017023	0.00022638	0.00010139	3.78e-05	-16564409.428
414	0.24327	0.0031311	0.0052105	0.0043502	0.0026497	0.0027526	0.00057838	0.0010874	0.011128	0.0079897	0.0066752	0.001703	0.0017023	0.00022638	0.00010139	3.78e-05	-16563971.978
416	0.24306	0.0031197	0.0051945	0.0043391	0.0021231	0.0027456	0.00057691	0.0010846	0.011095	0.0079779	0.0066618	0.0016987	0.001698	0.0002258	0.00010113	3.7704e-05	-16563973.684
418	0.24253	0.0031112	0.0053248	0.0043315	0.0027518	0.0027408	0.00060278	0.0010827	0.011084	0.0079721	0.0066541	0.0016957	0.001695	0.00022541	9.6451e-05	3.7638e-05	-16564296.882
420	0.24343	0.0031098	0.005342	0.0043396	0.0028481	0.0027459	0.00060391	0.00093864	0.011105	0.0080054	0.0066576	0.0016989	0.0016982	0.00022583	9.6631e-05	4.3578e-05	-16564434.714
422	0.24348	0.0031039	0.005342	0.0043396	0.0029075	0.0027459	0.00060391	0.0010435	0.011112	0.0080207	0.0066576	0.0016989	0.0016982	0.00022583	9.6631e-05	3.9198e-05	-16564422.774
424	0.24413	0.003113	0.0051286	0.0043449	0.0028577	0.0027492	0.00060465	0.0011006	0.011126	0.0080167	0.0066657	0.0017009	0.0017003	0.00022611	9.6749e-05	3.7257e-05	-16564206.016
426	0.24463	0.003113	0.0051182	0.0043449	0.0033444	0.0027492	0.00060465	0.0011041	0.01112	0.0080167	0.0066792	0.0017009	0.0017003	0.00022611	9.6749e-05	3.3875e-05	-16564231.154
428	0.24392	0.0031123	0.0051252	0.0043449	0.0032983	0.0027492	0.00060465	0.00080611	0.011129	0.0080185	0.0066702	0.0017009	0.0017003	0.00022611	9.6749e-05	4.6398e-05	-16563954.681
430	0.24413	0.0031123	0.0051274	0.0043521	0.002823	0.0027538	0.00060564	0.00090014	0.011148	0.0080447	0.0066892	0.0017037	0.0017031	0.00022648	9.6908e-05	4.1688e-05	-16564307.945
432	0.24342	0.0030978	0.0052418	0.0043308	0.0030432	0.0027403	0.00060267	0.00089573	0.011101	0.0080035	0.0066549	0.0016954	0.0016947	0.00022537	9.6433e-05	4.1484e-05	-16564419.590
434	0.24379	0.003094	0.0052455	0.0043366	0.0029278	0.002744	0.00060349	0.00078614	0.011116	0.008035	0.0066682	0.0016977	0.001697	0.00022567	9.6563e-05	4.7394e-05	-16564103.548
436	0.2432	0.0030989	0.0052521	0.0043366	0.0032782	0.002744	0.00060349	0.00066583	0.01111	0.0080224	0.0066598	0.0016977	0.001697	0.00022567	9.6563e-05	5.5958e-05	-16564155.104
438	0.24356	0.0031003	0.0054116	0.0043412	0.0034122	0.0027469	0.00060412	0.00066653	0.011123	0.0080356	0.0066566	0.0016995	0.0016988	0.00022591	9.6665e-05	5.6017e-05	-16564272.046
440	0.24376	0.0030985	0.0054169	0.0043478	0.0034474	0.0027511	0.00060505	0.00064722	0.011136	0.0080649	0.0066704	0.0017021	0.0017014	0.00022626	9.6813e-05	5.7865e-05	-16564515.947
442	0.24293	0.0030959	0.0052697	0.004338	0.0038276	0.0027449	0.00060368	0.00072446	0.011127	0.0080352	0.0066506	0.0016982	0.0016976	0.00022575	9.6595e-05	5.1463e-05	-16564217.690
444	0.24292	0.0031479	0.0052544	0.004338	0.0038183	0.0027449	0.00060368	0.00086958	0.011131	0.0080431	0.00667	0.0016982	0.0016976	0.00022575	9.6595e-05	4.2874e-05	-16564365.427
446	0.24286	0.0031417	0.0052325	0.0043297	0.003073	0.0027396	0.00060253	0.0010857	0.01111	0.0080282	0.0066723	0.001695	0.0016943	0.00022531	9.641e-05	3.4208e-05	-16564282.096
448	0.24415	0.0031535	0.0052282	0.0043395	0.0026238	0.0027458	0.00060389	0.0010882	0.011135	0.0080343	0.0067079	0.0016988	0.0016982	0.00022582	9.6628e-05	3.4285e-05	-16564115.214
450	0.24442	0.0031617	0.0052214	0.0043443	0.0025656	0.0027489	0.00060456	0.0010894	0.011147	0.0080313	0.0067316	0.0017007	0.0017	0.00022607	9.6735e-05	3.4323e-05	-16564280.779
452	0.24461	0.0031606	0.0052161	0.004339	0.0027749	0.0027455	0.00060382	0.001088	0.01114	0.0080144	0.006722	0.0016986	0.001698	0.0002258	9.6616e-05	3.4281e-05	-16564346.302
454	0.24446	0.0031536	0.0052204	0.004339	0.0034097	0.0027455	0.00060382	0.001088	0.011143	0.008032	0.0067164	0.0016986	0.001698	0.0002258	9.6616e-05	3.4281e-05	-16564220.017
456	0.24459	0.0031586	0.0052251	0.004339	0.0034715	0.0027455	0.00060382	0.001088	0.011152	0.0080193	0.0067103	0.0016986	0.001698	0.0002258	9.6616e-05	3.4281e-05	-16564129.479
458	0.24491	0.0031567	0.0052307	0.004339	0.0032742	0.0027455	0.00060382	0.001088	0.011148	0.0080241	0.0067032	0.0016986	0.001698	0.0002258	9.6616e-05	3.4281e-05	-16564431.278
460	0.24462	0.0031548	0.0052287	0.0043326	0.0029759	0.0027414	0.00060293	0.0010864	0.011132	0.0080054	0.006686	0.0016961	0.0016955	0.00022546	9.6474e-05	3.4231e-05	-16564260.223
462	0.2445	0.0031557	0.0052274	0.0043326	0.0034574	0.0027414	0.00058548	0.0010864	0.011138	0.0080033	0.0066876	0.0016961	0.0016955	0.00022546	9.9349e-05	3.4231e-05	-16564350.240
464	0.24527	0.0031618	0.0052486	0.0043444	0.0032512	0.0027489	0.00058708	0.0012044	0.011168	0.0080314	0.006697	0.0017007	0.0017001	0.00022608	9.962e-05	3.1048e-05	-16564538.412
466	0.24585	0.003165	0.0050315	0.0043444	0.0033255	0.0027489	0.00060687	0.00096705	0.011168	0.0080233	0.006697	0.0017007	0.0017001	0.00022608	9.6372e-05	3.8667e-05	-16564157.280
468	0.2454	0.0031597	0.0050337	0.0043394	0.0033037	0.0027458	0.00060617	0.00084238	0.011161	0.0080183	0.0066787	0.0016988	0.0016981	0.00022582	9.6261e-05	4.4288e-05	-16564108.068
470	0.24596	0.0032836	0.004953	0.0043491	0.0034334	0.0027519	0.00060752	0.00084425	0.011197	0.0080228	0.0066897	0.0017026	0.0017019	0.00022632	9.6475e-05	4.4386e-05	-16564161.105
472	0.24556	0.0032759	0.0050835	0.004337	0.0035037	0.0027443	0.00060584	0.0006311	0.011166	0.0079973	0.0066821	0.0016978	0.0016972	0.0002257	9.6208e-05	5.9049e-05	-16563899.950
474	0.2449	0.0032774	0.0050707	0.0043302	0.0041494	0.0027399	0.00060488	0.00074051	0.011152	0.0079685	0.0066778	0.0016952	0.0016945	0.00022534	9.6056e-05	5.0166e-05	-16564011.362
476	0.24491	0.0032655	0.0050666	0.0043194	0.0036532	0.0027331	0.00060337	0.0008938	0.011131	0.0079575	0.0066498	0.0016909	0.0016903	0.00022478	9.5816e-05	4.1355e-05	-16564156.859
478	0.24493	0.0032668	0.0052738	0.0043194	0.0034701	0.0027331	0.00060337	0.0008938	0.01114	0.0079544	0.0066458	0.0016909	0.0016903	0.00022478	9.5816e-05	4.1355e-05	-16564128.433
480	0.24512	0.003258	0.0052702	0.0043194	0.0031638	0.0027331	0.00060337	0.0008938	0.011145	0.0079759	0.0066503	0.0016909	0.0016903	0.00022478	9.5816e-05	4.1355e-05	-16564336.952
482	0.24584	0.0032657	0.0052715	0.0043267	0.0030003	0.0027377	0.00060439	0.0010099	0.011162	0.0079841	0.0066712	0.0016938	0.0016931	0.00022516	9.5979e-05	3.6725e-05	-16564290.809
484	0.24582	0.0032668	0.0052755	0.0043267	0.0025459	0.0027377	0.00060439	0.0010099	0.011171	0.0079814	0.0066662	0.0016938	0.0016931	0.00022516	9.5979e-05	3.6725e-05	-16564249.189
486	0.24569	0.0032601	0.0052783	0.0043267	0.0026294	0.0027377	0.00060439	0.0010099	0.011171	0.0079978	0.0066625	0.0016938	0.0016931	0.00022516	9.5979e-05	3.6725e-05	-16564578.604
488	0.24556	0.0032601	0.005265	0.0043267	0.0026026	0.0027377	0.00060439	0.0011535	0.011177	0.0079978	0.0066794	0.0016938	0.0016931	0.00022516	9.5979e-05	3.2154e-05	-16564432.393
490	0.2453	0.0032539	0.0052595	0.0043199	0.0028271	0.0027334	0.00060344	0.0011516	0.011175	0.0079877	0.0066653	0.0016911	0.0016905	0.0002248	9.5827e-05	3.2104e-05	-16564070.162
492	0.24543	0.003248	0.0052555	0.0043149	0.0028821	0.0027303	0.00060275	0.0009704	0.011162	0.007984	0.0066551	0.0016892	0.0016885	0.00022454	9.5718e-05	3.8012e-05	-16564151.916
494	0.24594	0.0032447	0.0052592	0.0043179	0.0032799	0.0027322	0.00060317	0.00097107	0.011163	0.0080033	0.0066598	0.0016904	0.0016897	0.0002247	9.5784e-05	3.8039e-05	-16564120.210
496	0.24611	0.0032444	0.0052681	0.0043179	0.0033681	0.0027322	0.00060317	0.00097107	0.011171	0.0080041	0.0066485	0.0016904	0.0016897	0.0002247	9.5784e-05	3.8039e-05	-16564350.034
498	0.24539	0.0032415	0.0052626	0.0043116	0.0036153	0.0027282	0.00060229	0.00096966	0.011154	0.0079878	0.0066361	0.0016879	0.0016873	0.00022437	9.5645e-05	3.7983e-05	-16563937.487
500	0.24584	0.0032433	0.0052577	0.004314	0.0036239	0.0027297	0.00060262	0.00097019	0.011164	0.0079922	0.0066496	0.0016888	0.0016882	0.0002245	9.5697e-05	3.8004e-05	-16564005.092
